id,DCCP,y_pred,prob_true,prob_false,difference,lime
2533517,0,0,0.366,0.634,0.268,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507097,1,1,0.635,0.365,0.27,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
4120500,0,0,0.365,0.635,0.27,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2148489,1,1,0.636,0.364,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514832,1,0,0.364,0.636,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226151,0,1,0.636,0.364,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
666324,1,0,0.364,0.636,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
988889,0,1,0.636,0.364,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1816151,1,0,0.364,0.636,0.272,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510006,1,1,0.637,0.363,0.274,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519463,1,0,0.363,0.637,0.274,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509212,0,0,0.363,0.637,0.274,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1318227,0,0,0.363,0.637,0.274,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513142,0,0,0.362,0.638,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519759,1,1,0.638,0.362,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2347970,0,0,0.362,0.638,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226148,0,1,0.638,0.362,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
128778,1,0,0.362,0.638,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
207907,1,0,0.362,0.638,0.276,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1086746,0,0,0.361,0.639,0.278,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
68327,1,1,0.639,0.361,0.278,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
517955,0,0,0.361,0.639,0.278,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
5623744,0,0,0.361,0.639,0.278,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2199391,0,0,0.36,0.64,0.28,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2227310,1,0,0.36,0.64,0.28,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514454,1,1,0.64,0.36,0.28,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2180369,0,0,0.36,0.64,0.28,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
255668,1,1,0.641,0.359,0.282,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
363806,0,0,0.359,0.641,0.282,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2214053,0,1,0.641,0.359,0.282,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519129,1,1,0.642,0.358,0.284,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
524355,0,0,0.358,0.642,0.284,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
353813,1,1,0.643,0.357,0.286,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1333957,0,0,0.357,0.643,0.286,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2194639,0,0,0.357,0.643,0.286,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
7789273,1,0,0.356,0.644,0.288,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2227987,1,1,0.645,0.355,0.29,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511707,0,1,0.645,0.355,0.29,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
15045250,0,0,0.355,0.645,0.29,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1839906,1,1,0.646,0.354,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2222634,1,1,0.646,0.354,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2517778,1,1,0.646,0.354,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511530,0,1,0.646,0.354,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1249349,1,0,0.354,0.646,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
663865,1,1,0.646,0.354,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226137,0,0,0.354,0.646,0.292,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2204462,1,0,0.353,0.647,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508728,0,1,0.647,0.353,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2227276,0,0,0.353,0.647,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2238593,0,0,0.353,0.647,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
113369,1,1,0.647,0.353,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
156359,1,0,0.353,0.647,0.294,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
165237,0,0,0.352,0.648,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2506892,0,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508186,0,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513285,1,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2538788,1,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
12463565,0,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507247,0,1,0.648,0.352,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
28404805,0,0,0.352,0.648,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2197141,0,0,0.352,0.648,0.296,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509596,0,0,0.351,0.649,0.298,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509609,0,1,0.649,0.351,0.298,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514408,1,1,0.649,0.351,0.298,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510084,0,0,0.351,0.649,0.298,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
984045,0,1,0.649,0.351,0.298,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
314452,1,1,0.65,0.35,0.3,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
959474,0,0,0.35,0.65,0.3,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2205481,0,0,0.349,0.651,0.302,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
9213647,1,0,0.349,0.651,0.302,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
868514,0,1,0.653,0.347,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509138,0,0,0.347,0.653,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511939,0,1,0.653,0.347,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507583,0,1,0.653,0.347,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
14649907,1,1,0.653,0.347,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
42933746,1,1,0.653,0.347,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2519769,0,0,0.347,0.653,0.306,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2145752,0,0,0.346,0.654,0.308,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510920,1,0,0.346,0.654,0.308,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2524611,0,0,0.346,0.654,0.308,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
41273360,0,0,0.346,0.654,0.308,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510576,1,1,0.654,0.346,0.308,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508184,1,1,0.655,0.345,0.31,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226384,1,1,0.655,0.345,0.31,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2511499,0,0,0.345,0.655,0.31,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
885910,0,1,0.656,0.344,0.312,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513566,1,0,0.344,0.656,0.312,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
19974260,1,0,0.344,0.656,0.312,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
208042,1,0,0.344,0.656,0.312,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
597367,1,1,0.657,0.343,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
834152,0,0,0.343,0.657,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2347791,1,1,0.657,0.343,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510024,0,0,0.343,0.657,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2517584,1,0,0.343,0.657,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2770309,1,1,0.657,0.343,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2516554,0,0,0.343,0.657,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
598409,0,1,0.657,0.343,0.314,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2419961,1,1,0.658,0.342,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2515143,1,1,0.658,0.342,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
14311584,0,0,0.342,0.658,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2660854,1,0,0.342,0.658,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
290338,0,1,0.658,0.342,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
884622,0,1,0.658,0.342,0.316,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
355037,0,0,0.341,0.659,0.318,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508842,0,1,0.659,0.341,0.318,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2515077,1,1,0.659,0.341,0.318,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1273953,0,0,0.341,0.659,0.318,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2538684,1,0,0.341,0.659,0.318,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
27123,1,1,0.66,0.34,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510042,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1073763,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512692,0,1,0.66,0.34,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513977,1,1,0.66,0.34,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512080,1,1,0.66,0.34,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
15992574,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514049,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2348432,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507683,1,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512053,0,0,0.34,0.66,0.32,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
85176,0,0,0.339,0.661,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2146659,0,1,0.661,0.339,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510532,0,0,0.339,0.661,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
3228780,0,0,0.339,0.661,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
35046956,1,1,0.661,0.339,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
145438,1,1,0.661,0.339,0.322,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2146628,1,1,0.662,0.338,0.324,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226951,0,0,0.338,0.662,0.324,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2764284,1,0,0.338,0.662,0.324,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
532428,1,1,0.662,0.338,0.324,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
13033363,1,1,0.662,0.338,0.324,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507902,0,0,0.337,0.663,0.326,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514206,1,1,0.663,0.337,0.326,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2225740,0,0,0.336,0.664,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226049,1,1,0.664,0.336,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2510980,1,1,0.664,0.336,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2515940,1,1,0.664,0.336,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
7294154,1,0,0.336,0.664,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
16363701,1,0,0.336,0.664,0.328,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513267,1,1,0.665,0.335,0.33,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513532,0,0,0.335,0.665,0.33,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2508381,1,1,0.665,0.335,0.33,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
32647533,1,1,0.666,0.334,0.332,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
31084850,1,1,0.666,0.334,0.332,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
298157,0,0,0.334,0.666,0.332,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513896,0,1,0.667,0.333,0.334,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2513583,1,0,0.333,0.667,0.334,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2227203,1,0,0.332,0.668,0.336,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2206160,1,1,0.668,0.332,0.336,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2226153,0,0,0.332,0.668,0.336,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2506821,0,0,0.332,0.668,0.336,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
632518,0,0,0.331,0.669,0.338,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2566214,0,1,0.669,0.331,0.338,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
566635,1,1,0.67,0.33,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2512110,0,0,0.33,0.67,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2515052,1,1,0.67,0.33,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
19154055,0,1,0.67,0.33,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
4718273,0,1,0.67,0.33,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
7041433,1,1,0.67,0.33,0.34,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
244600,0,0,0.329,0.671,0.342,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1840915,0,1,0.671,0.329,0.342,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
7497996,0,0,0.329,0.671,0.342,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
742465,1,1,0.671,0.329,0.342,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1074434,1,1,0.671,0.329,0.342,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2507481,1,1,0.672,0.328,0.344,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2514984,1,1,0.672,0.328,0.344,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
1005526,1,0,0.328,0.672,0.344,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
177361,1,1,0.673,0.327,0.346,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2509477,1,1,0.673,0.327,0.346,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
43684,0,0,0.326,0.674,0.348,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2516772,1,1,0.674,0.326,0.348,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
2506545,0,0,0.325,0.675,0.35,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
28382384,0,0,0.325,0.675,0.35,《现在有个项目被模型预测，其正面(也就是预测为CCP)解释为（该项目），其负面解释(也就是预测为非CCP)为（该项目）。》
